hero_x,hero_y,cnt
FIXER II/PAUL NORBER,JOLT/HALLIE TAKAHAMA,30
DAGGER/TANDY BOWEN,MAYHEM/DET. BRIGID O,30
HULK/DR. ROBERT BRUC,QUASAR III/WENDELL V,30
WOLFSBANE/RAHNE SINC,"COOPER, DR. VALERIE",30
COLOSSUS II/PETER RA,SCARLET WITCH/WANDA ,30
ULIK,THOR/DR. DONALD BLAK,30
"RICHARDS, FRANKLIN B",VISION ,30
CENTURY,IRON MAN/TONY STARK ,30
CYCLOPS/SCOTT SUMMER,SUNSPOT/ROBERTO DACO,30
CENTURY,SCARLET WITCH/WANDA ,30
"HARKNESS, AGATHA",EBONY,30
MOCKINGBIRD/DR. BARB,CAPTAIN MARVEL II/MO,30
ANGEL/WARREN KENNETH,HULK/DR. ROBERT BRUC,29
"SMITH, SIR DENIS NAY",FU MANCHU,29
WOLVERINE/LOGAN ,QUICKSILVER/PIETRO M,29
SWORDSMAN/JACQUES DU,MANTIS/? BRANDT,29
IRON MAN IV/JAMES R.,"ERWIN, MORLEY",29
MS. MARVEL II/SHARON,LYJA LAZERFIST [SKRU,29
LADY LARK/LINDA LEWI,WHIZZER II/STANLEY S,29
ARCANNA/ARCANNA JONE,HYPERION,29
TRIATHLON/DELROY GAR,SCARLET WITCH/WANDA ,29
PERSUASION/KARA KILL,MANIKIN/DR. WHITMAN ,29
"JAMESON, J. JONAH",THING/BENJAMIN J. GR,29
THING/BENJAMIN J. GR,NOVA II/FRANKIE RAYE,29
"CRAWLEY, BETRAND",MOON KNIGHT/MARC SPE,29
ICEMAN/ROBERT BOBBY ,"HODGE, CAMERON",29
PROFESSOR X/CHARLES ,IRON MAN/TONY STARK ,29
SHADOWCAT/KATHERINE ,BEAST/HENRY &HANK& P,29
RICTOR/JULIO ESTEBAN,THUNDERBIRD II/JAMES,29
SKIDS/SALLY BLEVINS,LEECH,29
SPIDER-MAN/PETER PAR,QUASAR III/WENDELL V,29
MAGNETO/MAGNUS/ERIC ,"MACTAGGERT, MOIRA KI",29
HAWK,BINARY/CAROL DANVERS,29
WOLFSBANE/RAHNE SINC,BEAST/HENRY &HANK& P,29
DAREDEVIL/MATT MURDO,"FURY, COL. NICHOLAS ",29
SPIDER-WOMAN II/JULI,ANT-MAN/DR. HENRY J.,29
DEMOLITION MAN/DENNI,CAPTAIN AMERICA,29
SUB-MARINER/NAMOR MA,TRITON,29
FRIGGA,BALDER [ASGARDIAN],29
SPIDER-MAN/PETER PAR,"RICHARDS, FRANKLIN B",29
"NEVILLE, KATE","FURY, COL. NICHOLAS ",29
MOONDRAGON/HEATHER D,BLACK WIDOW/NATASHA ,29
LADY LARK/LINDA LEWI,HYPERION,29
HAWK,STORM/ORORO MUNROE S,29
BRUTE | MUTANT X-VER,HAVOK/ALEX SUMMERS ,29
MR. FANTASTIC/REED R,NIGHTCRAWLER/KURT WA,29
HELLCAT/PATSY WALKER,IRON MAN/TONY STARK ,29
"BLESSING, MORGANA",DR. STRANGE/STEPHEN ,29
RICTOR/JULIO ESTEBAN,SHATTERSTAR II/GAVEE,29
DR. DOOM/VICTOR VON ,WOLVERINE/LOGAN ,29
"OSBORN, NORMIE","OSBORN, HARRY",29
CAPTAIN MARVEL II/MO,HULK/DR. ROBERT BRUC,29
MYSTIQUE/RAVEN DARKH,STORM/ORORO MUNROE S,29
THOR/DR. DONALD BLAK,DR. DRUID/ANTHONY LU,29
INVISIBLE WOMAN/SUE ,NOVA/RICHARD RIDER,29
DESTINY II/IRENE ADL,AVALANCHE/DOMINIC PE,29
"WISDOM, PETER","MACTAGGERT, MOIRA KI",29
LADY LARK/LINDA LEWI,DR. SPECTRUM/JOSEPH ,29
WILD CHILD/KYLE GIBN,AURORA/JEANNE-MARIE ,29
ROGUE /,STRONG GUY/GUIDO CAR,29
"MARRS(-PAYNE), PHOEB",SUB-MARINER/NAMOR MA,29
"FURY, COL. NICHOLAS ","MACKENZIE, AL",29
COLOSSUS II/PETER RA,JUBILEE/JUBILATION L,29
STRONG GUY/GUIDO CAR,MARVEL GIRL/JEAN GRE,29
MR. FANTASTIC/REED R,"JAMESON, J. JONAH",29
CALIBAN/,BEAST/HENRY &HANK& P,29
BLOB/FRED J. DUKES,BEAST/HENRY &HANK& P,29
CAPTAIN AMERICA,PSYLOCKE/ELISABETH B,29
"FURY, COL. NICHOLAS ",BEAST/HENRY &HANK& P,29
BLOODSTORM | MUTANT ,HAVOK/ALEX SUMMERS ,29
STINGRAY/DR. WALTER ,SUB-MARINER/NAMOR MA,29
HOGUN [ASGARDIAN],FRIGGA,29
CAPTAIN MARVEL II/MO,DR. DRUID/ANTHONY LU,29
WOLVERINE/LOGAN ,GUARDIAN/JAMES MACDO,29
DAREDEVIL/MATT MURDO,ANT-MAN/DR. HENRY J.,29
DRAX/ARTHUR DOUGLAS,CAPTAIN AMERICA,29
SANDMAN/WILLIAM BAKE,INVISIBLE WOMAN/SUE ,29
"STACY, GWEN","LEEDS, BETTY BRANT",29
"FURY, COL. NICHOLAS ",NETWORK NINA,29
JOCASTA,SCARLET WITCH/WANDA ,29
CANNONBALL II/SAM GU,WHITE QUEEN/EMMA FRO,29
EXECUTIONER II/SKURG,THOR/DR. DONALD BLAK,29
GEE/ALEX POWER,JUSTICE II/VANCE AST,29
"O'BRIEN, MICHAEL",IRON MAN/TONY STARK ,29
PROFESSOR X/CHARLES ,CYPHER/DOUG RAMSEY,29
DR. SPECTRUM/JOSEPH ,ARCANNA/ARCANNA JONE,29
SHE-HULK/JENNIFER WA,THUNDERSTRIKE/ERIC K,29
MR. FANTASTIC/REED R,NAMORITA/NITA PRENTI,29
ANGEL/WARREN KENNETH,THOR/DR. DONALD BLAK,29
DAYTRIPPER/AMANDA SE,COLOSSUS II/PETER RA,29
HUMAN TORCH/JOHNNY S,BLACK WIDOW/NATASHA ,29
THUNDERSTRIKE/ERIC K,WONDER MAN/SIMON WIL,29
SPIDER-WOMAN II/JULI,CENTURY,29
SCARLET WITCH/WANDA ,THUNDERSTRIKE/ERIC K,29
MR. FANTASTIC/REED R,HERCULES [GREEK GOD],29
STARFOX/EROS,HERCULES [GREEK GOD],29
"DRAKE, FRANKLIN",BLADE,29
ANGEL/WARREN KENNETH,WONDER MAN/SIMON WIL,29
VULTURE/ADRIAN TOOME,"WATSON-PARKER, MARY ",29
ABOMINATION/EMIL BLO,HULK/DR. ROBERT BRUC,29
CYCLOPS/SCOTT SUMMER,SASQUATCH/WALTER LAN,29
DAREDEVIL/MATT MURDO,BULLSEYE II/BENJAMIN,29
WOLVERINE/LOGAN ,GALACTUS/GALAN,29
HAVOK/ALEX SUMMERS ,ICE-MAN | MUTANT X-V,29
HUMAN TORCH ANDROID/,SPITFIRE/LADY JACQUE,29
"GYRICH, HENRY PETER","COOPER, DR. VALERIE",29
WOLFSBANE/RAHNE SINC,MARVEL GIRL/JEAN GRE,29
HAVOK/ALEX SUMMERS ,CANNONBALL II/SAM GU,29
NOVA/RICHARD RIDER,VISION ,29
BLADE,DRACULA/VLAD TEPES,29
SUB-MARINER/NAMOR MA,KRANG [ATLANTEAN],29
SHALLA BAL II,SILVER SURFER/NORRIN,29
NOVA/RICHARD RIDER,HULK/DR. ROBERT BRUC,29
USAGENT/CAPTAIN JOHN,CENTURY,29
PATHWAY/LAURA DEAN,BOX IV/MADISON JEFFR,29
HERCULES [GREEK GOD],SPIDER-MAN/PETER PAR,29
FERAL/MARIA CALLASAN,BOOMER/TABITHA SMITH,29
"CAGE, LUKE/CARL LUCA","TEMPLE, CLAIRE",29
CAPTAIN AMERICA,HELLCAT/PATSY WALKER,29
QUICKSILVER/PIETRO M,WOLFSBANE/RAHNE SINC,28
"DRUMM, JERICHO",BROTHER VOODOO/DANIE,28
PSYLOCKE/ELISABETH B,MAGNETO/MAGNUS/ERIC ,28
BEDLAM/JESSE AARONSO,DOMINO III/BEATRICE/,28
CYCLOPS/SCOTT SUMMER,MULTIPLE MAN/JAMES A,28
THOR/DR. DONALD BLAK,THUNDERBALL/DR. ELIO,28
HAWK,COLOSSUS II/PETER RA,28
MYSTIQUE/RAVEN DARKH,COLOSSUS II/PETER RA,28
VOLSTAGG,BETA RAY BILL,28
WONDER MAN/SIMON WIL,DAREDEVIL/MATT MURDO,28
BINARY/CAROL DANVERS,TRIATHLON/DELROY GAR,28
HUMAN TORCH/JOHNNY S,NIGHTCRAWLER/KURT WA,28
GOBLYN,"HUDSON, HEATHER",28
BLOODSTORM | MUTANT ,BRUTE | MUTANT X-VER,28
"THOMPSON, EUGENE FLA","LEEDS, NED",28
"PIERCE, ALEXANDER GO","MACKENZIE, AL",28
EXECUTIONER II/SKURG,ENCHANTRESS/AMORA/HE,28
ANGEL/WARREN KENNETH,GHOST RIDER II/JOHNN,28
"WATSON, KRISTY",SPIDER-MAN/PETER PAR,28
RICTOR/JULIO ESTEBAN,WARLOCK III,28
ANT-MAN/DR. HENRY J.,FALCON/SAM WILSON,28
MIRAGE II/DANIELLE M,DOMINO III/BEATRICE/,28
HULK/DR. ROBERT BRUC,QUICKSILVER/PIETRO M,28
JOCASTA,BEAST/HENRY &HANK& P,28
HULK/DR. ROBERT BRUC,"NORRISS, JACK",28
NORTHSTAR/JEAN-PAUL ,WOLVERINE/LOGAN ,28
BLACK PANTHER/T'CHAL,CRYSTAL [INHUMAN],28
THANOS,VISION ,28
IRON MAN/TONY STARK ,LOKI [ASGARDIAN],28
"NELSON, FRANKLIN FOG",SPIDER-MAN/PETER PAR,28
COLOSSUS II/PETER RA,SASQUATCH/WALTER LAN,28
ODIN [ASGARDIAN],FRIGGA,28
"ROBERTSON, JOE",BLACK CAT/FELICIA HA,28
PYRO/ALLERDYCE JOHNN,DESTINY II/IRENE ADL,28
PERSUASION/KARA KILL,AURORA/JEANNE-MARIE ,28
MYSTIQUE/RAVEN DARKH,MARVEL GIRL/JEAN GRE,28
CYCLOPS/SCOTT SUMMER,"SUMMERS, MADELYNE MA",28
"JARVIS, EDWIN ",SERSI/SYLVIA,28
GOBLYN,SASQUATCH/WALTER LAN,28
BINARY/CAROL DANVERS,WOLVERINE/LOGAN ,28
HUMAN TORCH/JOHNNY S,PUPPET MASTER/PHILLI,28
DESTINY II/IRENE ADL,BLOB/FRED J. DUKES,28
DR. OCTOPUS/OTTO OCT,"ROBERTSON, JOE",28
CHAMELEON/DMITRI SME,"WATSON-PARKER, MARY ",28
SCARLET WITCH/WANDA ,IRON MAN IV/JAMES R.,28
INVISIBLE WOMAN/SUE ,TRAPSTER/PETER PETRU,28
PERSUASION/KARA KILL,GOBLYN,28
MULTIPLE MAN/JAMES A,"COOPER, DR. VALERIE",28
HYPERION,POWER PRINCESS/ZARDA,28
MASTERMIND/JASON WYN,CYCLOPS/SCOTT SUMMER,28
ANT-MAN/DR. HENRY J.,FIRESTAR/ANGELICA JO,28
TRAPSTER/PETER PETRU,MR. FANTASTIC/REED R,28
"WATSON-PARKER, MARY ","ROBERTSON, RANDY",28
UATU,CAPTAIN AMERICA,28
COLOSSUS II/PETER RA,CAPTAIN BRITAIN/BRIA,28
STORM/ORORO MUNROE S,SASQUATCH/WALTER LAN,28
HUMAN TORCH/JOHNNY S,SASQUATCH/WALTER LAN,28
VISION ,ROGUE /,28
MOONSTONE II/KARLA S,CAPTAIN AMERICA,28
DR. STRANGE/STEPHEN ,"CHANG, IMEI",28
"RICHARDS, FRANKLIN B",DR. DOOM/VICTOR VON ,28
STRONG GUY/GUIDO CAR,PROFESSOR X/CHARLES ,28
INVISIBLE WOMAN/SUE ,"RICHARDS, NATHANIEL",28
NIGHTHAWK II/KYLE RI,"NORRISS, JACK",28
THUNDERSTRIKE/ERIC K,CRYSTAL [INHUMAN],28
IRON MAN/TONY STARK ,CYCLOPS/SCOTT SUMMER,28
THUNDRA,THING/BENJAMIN J. GR,28
"SCARFE, RAFAEL",IRON FIST/DANIEL RAN,28
"SCARFE, RAFAEL","KNIGHT, MISTY",28
ARCANNA/ARCANNA JONE,WHIZZER II/STANLEY S,28
FIREFIST/RUSTY COLLI,ANGEL/WARREN KENNETH,28
TRAPSTER/PETER PETRU,THING/BENJAMIN J. GR,28
GUARDIAN/JAMES MACDO,PUCK/EUGENE MILTON J,28
CLOAK/TYRONE JOHNSON,MAYHEM/DET. BRIGID O,28
WONG,NIGHTHAWK II/KYLE RI,28
LOCKHEED,ROGUE /,28
THENA,KARKAS [DEVIANT],28
CAPTAIN MARVEL II/MO,THING/BENJAMIN J. GR,28
PATHWAY/LAURA DEAN,GOBLYN,28
FRIGGA,VOLSTAGG,28
CALLISTO,COLOSSUS II/PETER RA,28
RAGE/ELVIN DARYL HAL,NOVA/RICHARD RIDER,28
HERCULES [GREEK GOD],BLACK PANTHER/T'CHAL,28
KINGPIN/WILSON FISK,"PAGE, KAREN",28
DR. STRANGE/STEPHEN ,NIGHTMARE/EDVARD HAB,28
BINARY/CAROL DANVERS,CAPTAIN MARVEL/CAPTA,28
MOON KNIGHT/MARC SPE,HAWK,28
WOLVERINE/LOGAN ,THOR/DR. DONALD BLAK,28
NOVA/RICHARD RIDER,WONDER MAN/SIMON WIL,28
ICE-MAN | MUTANT X-V,BLOODSTORM | MUTANT ,28
NORTHSTAR/JEAN-PAUL ,DIAMOND LIL/LILLIAN ,28
"IONELLO, JASON",SPIDER-MAN/PETER PAR,28
MAGNETO/MAGNUS/ERIC ,DR. DOOM/VICTOR VON ,28
"JONES, GABE","WOO, JIMMY",28
RAGE/ELVIN DARYL HAL,CAPTAIN AMERICA,28
THUNDERSTRIKE/ERIC K,BLACK KNIGHT V/DANE ,28
"SUMMERS, NATHAN CHRI",CALIBAN/,28
ICE-MAN | MUTANT X-V,BRUTE | MUTANT X-VER,28
"POWER, DR. JIM","RICHARDS, FRANKLIN B",28
FIRESTAR/ANGELICA JO,GEE/ALEX POWER,28
SPIDER-WOMAN II/JULI,CAPTAIN AMERICA,28
FIREFIST/RUSTY COLLI,LEECH,27
PILEDRIVER II/BRIAN ,THOR/DR. DONALD BLAK,27
"MACTAGGERT, MOIRA KI",GAMBIT/REMY LEBEAU ,27
MARROW/SARAH ,BEAST/HENRY &HANK& P,27
SPIDER-MAN/PETER PAR,THUNDERBALL/DR. ELIO,27
NOVA II/FRANKIE RAYE,HUMAN TORCH/JOHNNY S,27
"JARVIS, EDWIN ",FALCON/SAM WILSON,27
IRON MAN/TONY STARK ,"RICHARDS, FRANKLIN B",27
"WISDOM, PETER",WOLFSBANE/RAHNE SINC,27
"LEWIS, SHIRLEY WASHI",SPIDER-MAN CLONE/BEN,27
ODIN [ASGARDIAN],HILDEGARDE [ASGARDIA,27
IRON MAN/TONY STARK ,ANT-MAN II/SCOTT HAR,27
LIZARD/DR. CURTIS CO,"WATSON-PARKER, MARY ",27
HULK/DR. ROBERT BRUC,MARVEL GIRL/JEAN GRE,27
DESTROYER III,THOR/DR. DONALD BLAK,27
MANIKIN/DR. WHITMAN ,BOX IV/MADISON JEFFR,27
BEETLE/ABNER RONALD ,CITIZEN V III/DALLAS,27
WOLVERINE/LOGAN ,PHOENIX III/RACHEL S,27
"STACY, GWEN","WATSON, ANNA",27
DAZZLER II/ALLISON B,"SUMMERS, MADELYNE MA",27
FRENCHIE/JEAN-PAUL D,"CRAWLEY, BETRAND",27
HIGH EVOLUTIONARY/HE,THOR/DR. DONALD BLAK,27
"JAMESON, MARLA MADIS","WATSON-PARKER, MARY ",27
JUBILEE/JUBILATION L,ICEMAN/ROBERT BOBBY ,27
CAPTAIN AMERICA,WHIZZER/ROBERT L. FR,27
WONDER MAN/SIMON WIL,ULTRON,27
SUNSPOT/ROBERTO DACO,CALIBAN/,27
"FURY, COL. NICHOLAS ",WASP/JANET VAN DYNE ,27
ARCANNA/ARCANNA JONE,POWER PRINCESS/ZARDA,27
MARVEL GIRL/JEAN GRE,BLOB/FRED J. DUKES,27
THOR/DR. DONALD BLAK,FALCON/SAM WILSON,27
LORELEI II/MELODI [A,BALDER [ASGARDIAN],27
"WATSON-PARKER, MARY ",PUMA/THOMAS FIREHEAR,27
THING/BENJAMIN J. GR,PSYLOCKE/ELISABETH B,27
ANT-MAN/DR. HENRY J.,CYCLOPS/SCOTT SUMMER,27
"NORRISS, SISTER BARB",SILVER SURFER/NORRIN,27
JUSTICE II/VANCE AST,SILHOUETTE,27
HAWK,SERSI/SYLVIA,27
STARFOX/EROS,WONDER MAN/SIMON WIL,27
ROGUE /,HAWK,27
IRON MAN IV/JAMES R.,WASP/JANET VAN DYNE ,27
STARFOX/EROS,QUASAR III/WENDELL V,27
WONDER MAN/SIMON WIL,ROGUE /,27
BANSHEE/SEAN CASSIDY,HAVOK/ALEX SUMMERS ,27
STORM/ORORO MUNROE S,BLACK KING/SEBASTIAN,27
MENTOR/ALARS [ETERNA,STARFOX/EROS,27
COBRA/KLAUS VORHEES,CAPTAIN AMERICA,27
CAPTAIN AMERICA,ULTRON,27
JOLT/HALLIE TAKAHAMA,CITIZEN V III/DALLAS,27
PUPPET MASTER/PHILLI,INVISIBLE WOMAN/SUE ,27
BLACK PANTHER/T'CHAL,HULK/DR. ROBERT BRUC,27
BLACK KNIGHT V/DANE ,INVISIBLE WOMAN/SUE ,27
HAWK,ENCHANTRESS/AMORA/HE,27
THOR/DR. DONALD BLAK,BULLDOZER/HENRY CAMP,27
GREEN GOBLIN/NORMAN ,"ROBERTSON, JOE",27
APOCALYPSE/EN SABAH ,CALIBAN/,27
NOVA/RICHARD RIDER,WOLVERINE/LOGAN ,27
DIAMONDBACK II/RACHE,CROSSBONES/BROCK BIN,27
WONG,RINTRAH,27
CRYSTAL [INHUMAN],"RICHARDS, FRANKLIN B",27
QUICKSILVER/PIETRO M,TIGRA/GREER NELSON,27
CLEA,HELLCAT/PATSY WALKER,27
VISION ,LIVING LIGHTNING/MIG,27
"DE LA FONTAINE, CONT","PIERCE, ALEXANDER GO",27
"ERWIN, MORLEY",IRON MAN/TONY STARK ,27
VISION ,SASQUATCH/WALTER LAN,27
WONDER MAN/SIMON WIL,FIREBIRD/BONITA JUAR,27
THOR/DR. DONALD BLAK,TANA NILE,27
CAPTAIN MARVEL II/MO,QUASAR III/WENDELL V,27
SUB-MARINER/NAMOR MA,TIGRA/GREER NELSON,27
RED SKULL/JOHANN SCH,FALCON/SAM WILSON,27
DR. STRANGE/STEPHEN ,TOPAZ,27
FRIGGA,THOR/DR. DONALD BLAK,27
THANOS,�GAMORA,27
SPIDER-MAN/PETER PAR,CARNAGE/CLETUS KASAD,27
POWER PRINCESS/ZARDA,DR. SPECTRUM/JOSEPH ,27
SILVER SURFER/NORRIN,WARLOCK II/ADAM WARL,27
PERSUASION/KARA KILL,NORTHSTAR/JEAN-PAUL ,27
ABSORBING MAN/CARL C,TITANIA II/MARY SKEE,27
GUARDIAN/JAMES MACDO,SNOWBIRD/NARYA/ANNE ,27
SPEEDBALL/ROBBIE BAL,"BALDWIN, MADELYNE MA",27
ROGUE /,JOSEPH,27
"SUMMERS, MADELYNE MA",X-MAN/NATHAN GREY ,27
ANALYZER,THOR/DR. DONALD BLAK,27
"SUMMERS, MADELYNE MA",LONGSHOT,27
"JAMESON, J. JONAH",IRON MAN/TONY STARK ,27
USAGENT/CAPTAIN JOHN,MOCKINGBIRD/DR. BARB,27
SANDMAN/WILLIAM BAKE,TRAPSTER/PETER PETRU,27
WASP/JANET VAN DYNE ,ROGUE /,27
ULTRON,SCARLET WITCH/WANDA ,27
STORM/ORORO MUNROE S,CALLISTO,27
THINKER,THING/BENJAMIN J. GR,27
THUNDERSTRIKE/ERIC K,LOKI [ASGARDIAN],27
FRIGGA,HEIMDALL [ASGARDIAN],27
RED SKULL/JOHANN SCH,"CARTER, SHARON",27
THUNDERSTRIKE/ERIC K,"STEELE, MARCY MASTER",27
"MASTERSON, KEVIN","AUSTIN, SUSAN",27
PERSUASION/KARA KILL,PUCK/EUGENE MILTON J,27
"GRANT, GLORIA GLORY","URICH, BEN",27
ASP II/CLEO,BLACK MAMBA/TANYA SE,27
SUB-MARINER/NAMOR MA,"NEWELL, DIANE ARLISS",27
SPIDER-WOMAN II/JULI,WASP/JANET VAN DYNE ,27
USAGENT/CAPTAIN JOHN,HERCULES [GREEK GOD],27
CAPTAIN AMERICA,"O'BRIEN, MICHAEL",27
SHE-HULK/JENNIFER WA,GALACTUS/GALAN,27
RICTOR/JULIO ESTEBAN,SIRYN/THERESA ROURKE,27
THANOS,MOONDRAGON/HEATHER D,27
PROFESSOR X/CHARLES ,BLOB/FRED J. DUKES,27
"WING, COLLEEN","SCARFE, RAFAEL",26
MYSTIQUE/RAVEN DARKH,NIGHTCRAWLER/KURT WA,26
WOLVERINE/LOGAN ,SPIDER-WOMAN/JESSICA,26
WOLFSBANE/RAHNE SINC,PSYLOCKE/ELISABETH B,26
WOLVERINE/LOGAN ,MULTIPLE MAN/JAMES A,26
PSYLOCKE/ELISABETH B,STRONG GUY/GUIDO CAR,26
MOCKINGBIRD/DR. BARB,MOON KNIGHT/MARC SPE,26
FIREBIRD/BONITA JUAR,HAWK,26
DOC SAMSON/DR. LEONA,"TALBOT, GLENN",26
BLACK PANTHER/T'CHAL,SWORDSMAN/JACQUES DU,26
FIXER II/PAUL NORBER,CITIZEN V III/DALLAS,26
UMAR,DR. STRANGE/STEPHEN ,26
CAPTAIN AMERICA,"HITLER, ADOLF",26
JUSTICE II/VANCE AST,"JARVIS, EDWIN ",26
"THOMPSON, EUGENE FLA","GRANT, GLORIA GLORY",26
QUASAR III/WENDELL V,USAGENT/CAPTAIN JOHN,26
THING/BENJAMIN J. GR,HAVOK/ALEX SUMMERS ,26
SPIDER-MAN/PETER PAR,ROGUE /,26
POWER PRINCESS/ZARDA,WHIZZER II/STANLEY S,26
STRONG GUY/GUIDO CAR,COLOSSUS II/PETER RA,26
WEREWOLF BY NIGHT/JA,TOPAZ,26
QUASAR III/WENDELL V,TIGRA/GREER NELSON,26
"COOPER, DR. VALERIE",QUICKSILVER/PIETRO M,26
GALACTUS/GALAN,HULK/DR. ROBERT BRUC,26
"PARKER, MAY",KINGPIN/WILSON FISK,26
DAGGER/TANDY BOWEN,"DELGADO, FATHER",26
ROCK/SAMUEL JOHN ROC,HULK/DR. ROBERT BRUC,26
"URICH, BEN","CUSHING, KATE",26
VANGUARD/NICOLAI KRY,DARKSTAR/LAYNIA SERG,26
SUNSPOT/ROBERTO DACO,MARVEL GIRL/JEAN GRE,26
DIAMONDBACK II/RACHE,"JAMESON, COL. JOHN ",26
"PIERCE, ALEXANDER GO",NETWORK NINA,26
"WATSON-PARKER, MARY ",KAINE,26
ANGEL/WARREN KENNETH,CALIBAN/,26
QUICKSILVER/PIETRO M,FALCON/SAM WILSON,26
"JARVIS, EDWIN ",QUASAR III/WENDELL V,26
GARGOYLE II/ISAAC CH,CLOUD,26
BRIGHTWIND,MIRAGE II/DANIELLE M,26
RINTRAH,"WOLFE, SARA",26
ARES [GREEK GOD],HERCULES [GREEK GOD],26
ICEMAN/ROBERT BOBBY ,STRONG GUY/GUIDO CAR,26
SCARLET WITCH/WANDA ,HELLCAT/PATSY WALKER,26
"MADDICKS, ARTHUR ART",BOOMER/TABITHA SMITH,26
POLARIS/LORNA DANE,BANSHEE/SEAN CASSIDY,26
"PIERCE, ALEXANDER GO","NEVILLE, KATE",26
WIDGET,"STUART, DR. ALISTAIR",26
SCARLET WITCH/WANDA ,TOAD/MORTIMER TOYNBE,26
IRON MAN/TONY STARK ,WHIPLASH/MARK SCARLO,26
"NORRISS, SISTER BARB",RED GUARDIAN III/DR.,26
BOOMER/TABITHA SMITH,PROFESSOR X/CHARLES ,26
IRON MAN/TONY STARK ,"ZIMMER, ABE",26
WASP/JANET VAN DYNE ,ENCHANTRESS/AMORA/HE,26
FALCON/SAM WILSON,BLACK WIDOW/NATASHA ,26
"COWEN, BUCK","RUSSELL, LISSA",26
THANOS,PIP/PRINCE GOFERN,26
ARRANGER/,"WATSON-PARKER, MARY ",26
CAPTAIN MARVEL/CAPTA,THOR/DR. DONALD BLAK,26
"NELSON, FRANKLIN FOG","JAMESON, J. JONAH",26
TIGRA/GREER NELSON,HERCULES [GREEK GOD],26
LOKI [ASGARDIAN],FRIGGA,26
ANGEL/WARREN KENNETH,"MADDICKS, ARTHUR ART",26
JACKAL/MILES WARREN,"WATSON-PARKER, MARY ",26
RAGE/ELVIN DARYL HAL,VISION ,26
BEAST/HENRY &HANK& P,QUASAR III/WENDELL V,26
LORELEI II/MELODI [A,SIF,26
BARON MORDO/KARL MOR,CLEA,26
"MACTAGGERT, MOIRA KI",DAYTRIPPER/AMANDA SE,26
LILANDRA NERAMANI [S,SHADOWCAT/KATHERINE ,26
KRISTOFF/KRISTOFF VE,LYJA LAZERFIST [SKRU,26
"JONES, RICHARD MILHO",CAPTAIN MARVEL III/G,26
"STACY, CAPT. GEORGE","JAMESON, J. JONAH",26
NOVA/RICHARD RIDER,DARKHAWK/CHRIS POWEL,26
"KANE, MARCY/KAINA",SPIDER-MAN/PETER PAR,26
THENA,REJECT/RAN-SAK [DEVI,26
"IONELLO, JASON","THOMPSON, EUGENE FLA",26
"DAMIAN, MARGO",IKARIS/IKE HARRIS [E,26
COLOSSUS II/PETER RA,HERCULES [GREEK GOD],26
DAREDEVIL/MATT MURDO,"CAGE, LUKE/CARL LUCA",26
GAMBIT/REMY LEBEAU ,POLARIS/LORNA DANE,26
IRON MAN/TONY STARK ,ICEMAN/ROBERT BOBBY ,26
CYCLOPS/SCOTT SUMMER,HERCULES [GREEK GOD],26
SPEEDBALL II/DARRION,FIRESTAR/ANGELICA JO,26
"MERRYWEATHER, IRENE",BLAQUESMITH,26
SILVER SURFER/NORRIN,HAWK,26
PERSUASION/KARA KILL,TALISMAN II/ELIZABET,26
"DE LA FONTAINE, CONT","NEVILLE, KATE",26
"JONES, GABE",CAPTAIN AMERICA,26
HOGUN [ASGARDIAN],BETA RAY BILL,26
HULK/DR. ROBERT BRUC,MOONDRAGON/HEATHER D,26
"HOGARTH, JERYN","CAGE, LUKE/CARL LUCA",26
DAREDEVIL/MATT MURDO,GLADIATOR/MELVIN POT,26
SUB-MARINER/NAMOR MA,MARRINA/MARRINA SMAL,26
THING/BENJAMIN J. GR,MOLE MAN/HARVEY RUPE,26
WIZARD/BENTLEY WITTM,SANDMAN/WILLIAM BAKE,26
DAREDEVIL/MATT MURDO,"O'BREEN, GLORIANNA",26
FIRESTAR/ANGELICA JO,THING/BENJAMIN J. GR,26
ANT-MAN II/SCOTT HAR,LYJA LAZERFIST [SKRU,26
S'YM,MAGIK/ILLYANA RASPUT,26
LIVING LIGHTNING/MIG,CAPTAIN AMERICA,26
CAPTAIN AMERICA,THUNDERBALL/DR. ELIO,25
GHOST RIDER II/JOHNN,HERCULES [GREEK GOD],25
DAREDEVIL/MATT MURDO,HAWK,25
THING/BENJAMIN J. GR,MOONDRAGON/HEATHER D,25
ICEMAN/ROBERT BOBBY ,CLOUD,25
SCARLET WITCH/WANDA ,"GYRICH, HENRY PETER",25
GALACTUS/GALAN,SPIDER-MAN/PETER PAR,25
PROFESSOR X/CHARLES ,RAZA LONGKNIFE,25
ANGEL/WARREN KENNETH,STRONG GUY/GUIDO CAR,25
"RICHARDS, NATHANIEL",THING/BENJAMIN J. GR,25
"SUMMERS, NATHAN CHRI",COPYCAT/VANESSA,25
ODIN [ASGARDIAN],SURTUR,25
QUASAR III/WENDELL V,BLACK KNIGHT V/DANE ,25
MOLE MAN/HARVEY RUPE,HUMAN TORCH/JOHNNY S,25
IRON MAN IV/JAMES R.,SPIDER-WOMAN II/JULI,25
HAVOK/ALEX SUMMERS ,SHADOWCAT/KATHERINE ,25
DR. STRANGE/STEPHEN ,PROFESSOR X/CHARLES ,25
BEAST/HENRY &HANK& P,BLACK KNIGHT V/DANE ,25
